ID,site,category,difficulty,task_description,task_id,task_link,evaluation_result,evaluation_reason,result_flag
119,https://www.asus.com,READ,easy,"Locate the ASUS support FAQ that explains how to update router firmware and list the step-by-step instructions provided.
Only use http://asus.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",96a5ddee-4df3-4cfd-9e6e-5cf06f3883ab,https://cloud.browser-use.com/agent/96a5ddee-4df3-4cfd-9e6e-5cf06f3883ab,success,The bot has successfully extracted the ASUS support FAQ that explains how to update router firmware and listed the step-by-step instructions provided.,1
120,https://bandcamp.com,READ,easy,"Browse Bandcamp Daily’s editorial section and summarize the titles of the top 3 featured articles focused on independent music trends.
Only use http://bandcamp.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",4f1a4659-9a41-48c2-826c-2a2be68d9985,https://cloud.browser-use.com/agent/4f1a4659-9a41-48c2-826c-2a2be68d9985,success,In the recording the bot got stuck on the homepage and failed to locate Bandcamp Daily’s editorial section or summarize the titles of the top 3 featured articles on independent music trends.,1
121,https://bandcamp.com,READ,easy,"Navigate to the trending releases section and list the first 5 track titles along with their corresponding artist names.
Only use http://bandcamp.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",bb870d85-c660-425b-8548-b9e58b4fee0e,https://cloud.browser-use.com/agent/bb870d85-c660-425b-8548-b9e58b4fee0e,success,The AI bot has sucessfully retrieved the first 5 title track.,1
122,https://bandcamp.com,READ,easy,"Locate an artist’s page (e.g., search for ""Tame Impala"") and list the available album formats (MP3, FLAC, etc.) offered on that page.
Only use http://bandcamp.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",1bd2b53b-1e76-4707-98f4-ac912021bdf1,https://cloud.browser-use.com/agent/1bd2b53b-1e76-4707-98f4-ac912021bdf1,success,The AI bot has sucessfully located the artist page with the given formates.,1
123,http://www.barnesandnoble.com,CREATE,hard,"Create an account and create a new wishlist titled ""Summer Reads 2025"" and add three selected physical books to it.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8e359021-b5ff-47a7-9180-a7df8b2f8bfb,https://cloud.browser-use.com/agent/8e359021-b5ff-47a7-9180-a7df8b2f8bfb,failure,The bot fails to create an account due to security restrictions blocking access to the site.,0
124,http://www.barnesandnoble.com,CREATE,easy,"Write and submit a review for the digital version of ""1984"" by George Orwell, including a star rating and a detailed comment.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d9b7d872-2f55-4820-9bb8-bd12c5d1478d,https://cloud.browser-use.com/agent/d9b7d872-2f55-4820-9bb8-bd12c5d1478d,failure,The AI bot cannot write the review as it is asking for a verification code,0
125,http://www.barnesandnoble.com,DELETE,easy,"Log in, add the physical book ""To Kill a Mockingbird"" to your wishlist, then remove it and verify its deletion.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",6cb45ad9-3628-48a8-a138-f03b325e6771,https://cloud.browser-use.com/agent/6cb45ad9-3628-48a8-a138-f03b325e6771,failure,"The bot is unable to reach the website with the website giving the error message,"" 503 service unavailable"".",0
126,http://www.barnesandnoble.com,DELETE,easy,"Add Pride and Prejudice to the wishlist, then remove it from the existing wishlist and confirm its removal.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",3222c748-8af3-4cfc-8a5c-336e40f04e03,https://cloud.browser-use.com/agent/3222c748-8af3-4cfc-8a5c-336e40f04e03,failure,The AI bot cannot write the review as it is asking for a verification code,0
127,http://www.barnesandnoble.com,FILE_MANIPULATION,easy,"Download a free eBook sample from the ""ebooks & Nook"", in mystery category 
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",3966eb14-779d-4fea-b843-cef12ea94978,https://cloud.browser-use.com/agent/3966eb14-779d-4fea-b843-cef12ea94978,failure,"The bot is unable to complete the task due to the two-step verification process, which requires a one-time code sent to the email.",0
128,http://www.barnesandnoble.com,READ,easy,"Search for self-help eBooks and extract the title and author of the first 5 results.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fe6a00a2-288a-4e1d-b1a8-59501b84bc41,https://cloud.browser-use.com/agent/fe6a00a2-288a-4e1d-b1a8-59501b84bc41,success,The AI bot has successfully extracted the first five books along with their authors names,1
129,http://www.barnesandnoble.com,READ,easy,"Use the store locator by entering ZIP code 90210, then display the address, store hours, and contact details of the nearest location.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",40080a53-5424-4c82-a703-d610ea7542fa,https://cloud.browser-use.com/agent/40080a53-5424-4c82-a703-d610ea7542fa,success,"The AI bot has successfully extracted the store locator by entering ZIP code 90210 and displayed the address, store hours, and contact details of the nearest location",1
130,http://www.barnesandnoble.com,READ,easy,"Browse the ""Best Sellers"" section for physical books and list the top 5 titles featured on the homepage.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f8736b42-f399-411c-9f4b-028ae71c2bf3,https://cloud.browser-use.com/agent/f8736b42-f399-411c-9f4b-028ae71c2bf3,success,The AI bot has successfully extracted the first five books,1
131,http://www.barnesandnoble.com,READ,easy,"Navigate to the B&N Press section and extract the submission guidelines for aspiring authors, focusing on key requirements.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",67018da5-bc99-4367-a7c7-8a1b746e38e8,https://cloud.browser-use.com/agent/67018da5-bc99-4367-a7c7-8a1b746e38e8,success,"The bot has successfully browsed the B&N Press section and extracted the submission guidelines for aspiring authors, focusing on key requirements.",1
132,http://www.barnesandnoble.com,READ,easy,"Locate the ""NOOK"" section and list three recently added free eBook samples available for online reading.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d758f6c6-df8c-4cb8-8a6a-0d24d305bb72,https://cloud.browser-use.com/agent/d758f6c6-df8c-4cb8-8a6a-0d24d305bb72,success,"The bot has successfully located the ""NOOK"" section and listed three recently added free eBook samples available for online reading.",1
133,http://www.barnesandnoble.com,UPDATE,easy,"Log in to your account and update your shipping address to ""123 New Street, Springfield, IL"", then save the changes.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",6e1f8965-71d2-43b6-8778-39dc6dd38afb,https://cloud.browser-use.com/agent/6e1f8965-71d2-43b6-8778-39dc6dd38afb,failure,The AI bot is unable to procced due to verification failure,0
134,http://www.barnesandnoble.com,UPDATE,easy,"Login and create a wishlist titled ""Holiday Gifts"" then update an existing wishlist titled ""Holiday Gifts"" by adding the book ""Educated"" by Tara Westover.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",73ac3a39-ab0f-453e-a1ef-3e5e40ebefea,https://cloud.browser-use.com/agent/73ac3a39-ab0f-453e-a1ef-3e5e40ebefea,failure,The bot couldn't complete the task because the verification requires a code sent to the email so bot fail at that step.,0
135,https://www.barrons.com,READ,easy,"Search the Barron's archive for articles containing ""value investing"" posted in the last 30 days, and list each title along with its publication date.
Only use http://barrons.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",b00a00a6-8c34-40ba-ad10-7aa687d92701,https://cloud.browser-use.com/agent/b00a00a6-8c34-40ba-ad10-7aa687d92701,failure,The AI bot was unable to complete the task as it required CAPTCHA verification,0
136,https://www.barrons.com,READ,easy,"Open the latest edition of Barron's digital magazine and identify the featured article’s headline along with the author's name.
Only use http://barrons.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",a409bb84-c2cf-4b71-940f-d9dbf6136db7,https://cloud.browser-use.com/agent/a409bb84-c2cf-4b71-940f-d9dbf6136db7,success,The AI bot has successfully extrated the latest edition of Barron's digital magazine and identified the featured article’s headline along with the author's name.,1
138,https://www.bbb.org,READ,easy,"Navigate to a specific business profile and extract the complaint resolution process details as outlined on the profile page.
Only use http://bbb.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8de4a4b2-e1b4-4698-9d85-f6f2a459c42b,https://cloud.browser-use.com/agent/8de4a4b2-e1b4-4698-9d85-f6f2a459c42b,success,The AI bot has successfully navigated to the complaint regulation process,1
139,https://www.bbb.org,READ,easy,"Search for any companies on bbb.org and output the BBB rating of the first business listed in the results.
Only use http://bbb.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",7749ee32-929a-4b74-a150-9f551fbbbd8b,https://cloud.browser-use.com/agent/7749ee32-929a-4b74-a150-9f551fbbbd8b,success,The bot successfully searched for any companies on bbb.org but BBB rating of the first business is not listed in the results,1
140,https://www.bbb.org,READ,hard,"Search for any businesses in Los Angeles with a BBB rating of A+ and list the names of the first five businesses displayed.
Only use http://bbb.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",08e861cd-f566-4d47-bfd0-bf4bfb92cf24,https://cloud.browser-use.com/agent/08e861cd-f566-4d47-bfd0-bf4bfb92cf24,failure,"The bot has searched for businesses in Los Angeles with a BBB rating, but the box for selecting the rating covers the recording and we are not able to see the ratings for the businesses on the website and the bot has taken only 4 extractions when it was tasked to take the first 5 results.",0
141,https://www.bbc.com,READ,easy,"Navigate to the Weather section and give me critical the Weather warnings for UK
Only use http://bbc.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",3a25d70f-2b7d-431f-a8b9-180107fd58c4,https://cloud.browser-use.com/agent/3a25d70f-2b7d-431f-a8b9-180107fd58c4,failure,The bot successfully navigated to the Weather section but fails to search Weather warnings for UK,0
142,https://www.bbc.com,READ,easy,"Navigate to Sport section and in that navigate to Cricket and give me the top 5 headlines from that page
Only use http://bbc.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",22b1c291-87ab-4e7c-bdf4-581bebad7706,https://cloud.browser-use.com/agent/22b1c291-87ab-4e7c-bdf4-581bebad7706,success,The bot successfully navigated to sports section and to the cricket section tarrif,1
144,https://www.berkeley.edu,READ,easy,"Visit the “About UC Berkeley” page and summarize the mission statement in your own words.
Only use http://berkeley.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",322e92aa-68d7-4084-9387-325882808e8f,https://cloud.browser-use.com/agent/322e92aa-68d7-4084-9387-325882808e8f,success,The bot has successfully extracted the US berkeley's mission to address the global challenges,1
145,https://www.berkeley.edu,READ,easy,"Find the Library Services section and list two digital resources or databases available to students.
Only use http://berkeley.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",444fbc7c-4ae8-4725-bf79-f9b1047fb879,https://cloud.browser-use.com/agent/444fbc7c-4ae8-4725-bf79-f9b1047fb879,success,The bot successfully extracted two digital resources available to students at UC Berkeley,1
146,https://www.berkeley.edu,READ,easy,"Search the campus news section and list the headlines and publication dates of the two most recent news articles.
Only use http://berkeley.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",1c0fc059-3018-4e60-89cb-29bce2f95b8a,https://cloud.browser-use.com/agent/1c0fc059-3018-4e60-89cb-29bce2f95b8a,failure,The bot successfully navigated to the campus section news and extracted the two most recent articles along with their names,0
147,https://www.berkeley.edu,READ,easy,"Search for the university history section and list two key historical milestones mentioned on the page.
Only use http://berkeley.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",6ddaf501-2fd4-4871-a86f-9b75c2d58dd5,https://cloud.browser-use.com/agent/6ddaf501-2fd4-4871-a86f-9b75c2d58dd5,success,The bot has Extracted two key historical milestones.,1
148,https://www.berkeley.edu,READ,easy,"Visit the News & Media section and provide a summary, including the headline and date, of the latest press release published.
Only use http://berkeley.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",75f0b931-ccb2-4b24-8677-044082c7f1c6,https://cloud.browser-use.com/agent/75f0b931-ccb2-4b24-8677-044082c7f1c6,failure,The bot failed Visit the News & Media section and stuck in homepage,0
149,https://www.bestbuy.com,CREATE,easy,"Log into your Best Buy account and create a new wishlist titled ""Holiday Shopping,"" then add the ""Sony 65-inch 4K Ultra HD TV"" to that wishlist.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",36ef3991-e34d-4717-af5f-2de4de45b671,https://cloud.browser-use.com/agent/36ef3991-e34d-4717-af5f-2de4de45b671,failure,The bot failed to complete the task as the Recording is not available and the bot is trying to sign in as shown in the extraction steps,0
150,https://www.bestbuy.com,CREATE,easy,"Write and submit a detailed product review for the ""PS5"" including a star rating and comments on your experience.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",bcb95be3-15ed-470e-bb06-40cc5d8aee6f,https://cloud.browser-use.com/agent/bcb95be3-15ed-470e-bb06-40cc5d8aee6f,failure,"The AI bot has been trying to log in, but the login attempt failed, and the record was not found",0
151,https://www.bestbuy.com,CREATE,easy,"On the ""Sony 75-inch 4K TV"" product page, post a new question in the Q&A section asking, ""Does this TV support VESA wall mounting?""
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",819084f9-c37c-45f2-b419-d7e1fa840fd4,https://cloud.browser-use.com/agent/819084f9-c37c-45f2-b419-d7e1fa840fd4,success,The bot successfully submitted the question 'Does this TV support VESA wall mounting for the Sony 75-inch 4K TV on BestBuy's product page under Q&A section.,1
152,https://www.bestbuy.com,DELETE,easy,"Log into your Best Buy account, add the ""Google Nest Hub"" to your wishlist, then remove it and verify that it no longer appears in your saved items.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c589a864-b537-4693-8eab-d899f19276f2,https://cloud.browser-use.com/agent/c589a864-b537-4693-8eab-d899f19276f2,failure,"The AI bot has been trying to log in, but the login attempt failed, and the record was not found",0
153,https://www.bestbuy.com,DELETE,hard,"Login, post a review for the ""Sony WH-1000XM4,"" and then remove your review for the ""Sony WH-1000XM4"" headphones from the product page, ensuring that the review is no longer visible.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",0153a32f-4b56-4e24-9ce8-e77d87e2bcd6,https://cloud.browser-use.com/agent/0153a32f-4b56-4e24-9ce8-e77d87e2bcd6,failure,The bot failed to complete the task as the Recording is not available and the bot is trying to sign in as shown in the extraction steps,0
154,https://www.bestbuy.com,DELETE,hard,"Add a promotional code to your shopping cart for a discount, then remove the code and verify that the cart total reverts to its original amount.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",0219511d-115b-48c0-b89b-68cd298c07c4,https://cloud.browser-use.com/agent/0219511d-115b-48c0-b89b-68cd298c07c4,failure,The bot failed to complete the task as it got stuck at the terms and condition page and did not go further with the given task,0
155,https://www.bestbuy.com,READ,easy,"Search for ""Apple MacBook Pro 16-inch"" on Best Buy and list the first 5 product specifications from the product detail page.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",0c55f17e-5ea5-420d-9ab4-d3cf59793cdc,https://cloud.browser-use.com/agent/0c55f17e-5ea5-420d-9ab4-d3cf59793cdc,failure,"The bot failed to extract the required information from the product specification sector, it has instead taken the information from the highlights section of the webpage.",0
156,https://www.bestbuy.com,READ,easy,"Navigate to the ""Deals"" section and extract the current top 3 smartphone deals, including prices and discount percentages.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",b47b6c6b-7a16-4825-a759-e4f7e3a3e2ac,https://cloud.browser-use.com/agent/b47b6c6b-7a16-4825-a759-e4f7e3a3e2ac,failure,"The bot navigated deals section but fails in extracting the current top 3 smartphone deals, including prices and discount percentages.",0
157,https://www.bestbuy.com,READ,easy,"Search for ""Wireless Mouse"" on Best Buy, filter results by customer ratings of 4 stars and above, and list the product names along with their prices.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",09ab8045-91eb-46bb-8c5e-7898eb5cc991,https://cloud.browser-use.com/agent/09ab8045-91eb-46bb-8c5e-7898eb5cc991,success,Bot successfully navigated to bestbuy and searched for wireless mouse and listed the product name along with its price with 4 star and above rating,1
159,https://www.bestbuy.com,READ,easy,"Locate the guide titled ""How to Choose the Best 4K TV: The Essential Guide"" and summarize the top 3 tips provided.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",15756742-910b-41d5-8b71-42f6aa34560b,https://cloud.browser-use.com/agent/15756742-910b-41d5-8b71-42f6aa34560b,failure,"The bot failed to locate the guide titled insted it has searched for ""How to Choose the Best 4K TV: The Essential Guide""",0
160,https://www.bestbuy.com,UPDATE,easy,"Log into your Best Buy account, add a ""Dell XPS 14"" laptop to your shopping cart, update the quantity to 2, and verify that the total price reflects the change.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8a914c59-114f-4d64-a6f2-be266db4dd2b,https://cloud.browser-use.com/agent/8a914c59-114f-4d64-a6f2-be266db4dd2b,failure,"The AI bot has been trying to log in, but the login attempt failed.",0
161,https://www.bestbuy.com,UPDATE,easy,"Update your shipping settings in Best Buy by changing your primary shipping address to New York City, NY 10003. 
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",85861459-7f24-48da-9ac4-263df5c4af26,https://cloud.browser-use.com/agent/85861459-7f24-48da-9ac4-263df5c4af26,failure,"Recording is not available, and the bot is attempting to sign in as extracted in the output.",0
162,https://www.bestbuy.com,UPDATE,hard,"Log into your account, add an item to your cart, then switch the delivery option from standard shipping to in-store pickup and confirm that the order details update accordingly.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",121eeccc-cba9-4eb4-978f-873edbf7caa9,https://cloud.browser-use.com/agent/121eeccc-cba9-4eb4-978f-873edbf7caa9,failure,The bot failed to complete the task as the Recording is not available and the bot is unable to sign in and is stuck at that step as shown in the extraction steps,0
163,https://www.betterhealth.vic.gov.au,READ,easy,"Search the website for information on ""diabetes type 2"" and extract three key recommendations from the article.
Only use http://betterhealth.vic.gov.au to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",347c390a-33c0-4fdd-90b6-6b3e9d3a9c4a,https://cloud.browser-use.com/agent/347c390a-33c0-4fdd-90b6-6b3e9d3a9c4a,success,The AI bot has successfully extracted the major key points of the Type 2 diabetes article,1
164,https://www.betterhealth.vic.gov.au,READ,easy,"Identify an article discussing vaccination benefits and list three key points mentioned in it.
Only use http://betterhealth.vic.gov.au to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",dc7ac05f-b5b1-491f-894e-af6fdff38fa7,https://cloud.browser-use.com/agent/dc7ac05f-b5b1-491f-894e-af6fdff38fa7,success,The AI bot has successfully extracted the major key points of the article on vacation benefits,1
165,https://www.betterhealth.vic.gov.au,READ,easy,"Locate and list the titles of the five most recent health articles related to mental health on Better Health Channel.
Only use http://betterhealth.vic.gov.au to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d4fd2e78-b946-49ed-9384-aba2e5cd35a4,https://cloud.browser-use.com/agent/d4fd2e78-b946-49ed-9384-aba2e5cd35a4,success,The AL bot succesfully five most recent health articles related to mental health on Better Health Channel.,1
166,https://www.billboard.com,READ,easy,"Navigate to the homepage and examine the featured artist’s header video; note the video title and overlay text.
Only use http://billboard.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",734b2941-64ed-441b-a830-937bdb0b9e24,https://cloud.browser-use.com/agent/734b2941-64ed-441b-a830-937bdb0b9e24,success,The AI bot has successfully navigated to the home page and  examined the featured artist’s header video and noted the video title and overlay text.,1
167,https://www.billboard.com,READ,easy,"Use the search bar to find the latest ad campaign about digital music promotions and list its key details.
Only use http://billboard.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8435dcc7-6c3e-404e-858b-65d9b5d2c7eb,https://cloud.browser-use.com/agent/8435dcc7-6c3e-404e-858b-65d9b5d2c7eb,failure,"The AI bot successfully browsed the website and went through the content, but it failed to provide the latest ad campaign about digital music",0
168,https://www.billboard.com,READ,easy,"Review the ""Design Guidelines"" page and list the recommended image resolution (aspect ratio) for header backgrounds.
Only use http://billboard.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",82708a7b-2da6-4741-8d1a-9620062b108b,https://cloud.browser-use.com/agent/82708a7b-2da6-4741-8d1a-9620062b108b,failure,The bot got stuck in Media Kit page and failed to navigate to the Design Guidelines page,0
169,https://www.biomedcentral.com,READ,easy,"Find and list the names and URLs of two journals in the field of biomedicine available on BioMed Central.
Only use http://biomedcentral.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",ccee5d7e-f021-4fec-902e-65656fa7b903,https://cloud.browser-use.com/agent/ccee5d7e-f021-4fec-902e-65656fa7b903,success,The AI bot has successfully listed the names and the URLs of two journals in the field of biomedicine available on BioMed Central,1
170,https://www.biomedcentral.com,READ,easy,"Use the search functionality to look for articles related to ""CRISPR gene editing"" and extract the titles of the first five articles from the search results.
Only use http://biomedcentral.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",e1302116-f328-4857-b0ff-67d09e227e56,https://cloud.browser-use.com/agent/e1302116-f328-4857-b0ff-67d09e227e56,success,The bot successfully but in the recording display for first 3 article along with output,1
171,https://www.biomedcentral.com,READ,hard,"Use BioMed Central’s advanced search filters to find articles published in the last year on ""stem cell research,"" and list the titles and publication dates of the first three articles.
Only use http://biomedcentral.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",6c29c620-19d1-434a-9b5b-6d2b413de3ad,https://cloud.browser-use.com/agent/6c29c620-19d1-434a-9b5b-6d2b413de3ad,failure,The bot successfully searched the article titled 'Stem Cell Research' but did not apply the advanced search filters to find articles published in the last year.,0
172,https://www.booking.com,READ,hard,"Search for 8 review score or above hotels in Manhattan, New York for next weekend with free cancellation, free Wi-Fi, and breakfast included. Compare at least four options and pick the one closest to the Empire State Building.
Only use http://booking.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c35ed4c5-8443-4e0f-aebc-cfb199a12382,https://cloud.browser-use.com/agent/c35ed4c5-8443-4e0f-aebc-cfb199a12382,success,The bot has successfully searched  8 review score or above hotels in Manhattan and completed the task.,1
173,https://www.booking.com,READ,easy,"Check if check-out times for the hotel JAM Lisbon are before 1pm.
Only use http://booking.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d928fe06-e0b4-464c-959c-1042b2b55d0e,https://cloud.browser-use.com/agent/d928fe06-e0b4-464c-959c-1042b2b55d0e,success,The AI bot successfully navigated to the JAM Lisbon hotel and checked for the check out time which is beore 1pm that is 11am,1
174,https://www.booking.com,READ,easy,"Filter accommodations in Tokyo by free Wi-Fi and list the top 3 picks.
Only use http://booking.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",02c8fe11-aa45-4c7e-a191-be39c2a4fab4,https://cloud.browser-use.com/agent/02c8fe11-aa45-4c7e-a191-be39c2a4fab4,success,The bot successfully. Filter accommodations in Tokyo by free Wi-Fi and list the top 3 picks,1
175,https://www.britannica.com,READ,easy,"Investigate Mount Everest’s elevation in different sources on the site, and check compare it with the height of K2 and see which is higher.
Only use http://britannica.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",26ebc996-f074-42a2-b63b-31bf123c1711,https://cloud.browser-use.com/agent/26ebc996-f074-42a2-b63b-31bf123c1711,success,The AI bot has successfully investigated that Mount Everest's height is higher than K2's,1
176,https://www.britannica.com,READ,easy,"Locate Leonardo da Vinci’s article, check the painting attributions, and identify which one was completed first.
Only use http://britannica.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",40e51003-7194-4a52-989c-d5222588600d,https://cloud.browser-use.com/agent/40e51003-7194-4a52-989c-d5222588600d,success,The AI bot has successfully extracted Leonardo da Vinci’s article and the painting attributions and identified which one was completed first.,1
177,https://www.britannica.com,READ,hard,"Go to the ""Science & Tech"" channel, watch the first featured video, and identify one main topic it covers.
Only use http://britannica.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",be1ae662-6526-4cd1-b89f-b72ae2fec47f,https://cloud.browser-use.com/agent/be1ae662-6526-4cd1-b89f-b72ae2fec47f,failure,"The bot successfully navigated to the ""Science & Tech"" channel but failed to watch the first featured video, and identify one main topic it covers",0
180,https://www.buzzfeed.com,CREATE,easy,"Using the Community submission portal, draft a BuzzFeed listicle titled “Top 10 Internet Memes of 2023” that includes five list items, each with a short description.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fcf3874f-29e4-4e7d-ad2c-889f1eee1f3e,https://cloud.browser-use.com/agent/fcf3874f-29e4-4e7d-ad2c-889f1eee1f3e,failure,The bot fails to complete the task because login via Google and Facebook failed due to verification issues.,0
182,https://www.buzzfeed.com,CREATE,easy,"Using your BuzzFeed account, submit a comment on a BuzzFeed quiz result sharing page that provides constructive feedback on the quiz design in at least two sentences.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",45d8bd6c-0fa9-48a8-9137-0c1df5011c27,https://cloud.browser-use.com/agent/45d8bd6c-0fa9-48a8-9137-0c1df5011c27,failure,The bot fails to submit a comment on BuzzFeed quiz result sharing page,0
183,https://www.buzzfeed.com,DELETE,hard,"Log in, post a comment on one of the front page news articles on BuzzFeed, then locate this previously posted comment and delete the comment, ensuring it is removed from the article page.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",5a4d5c88-2bb9-4fdd-b5c9-422a43aa09cb,https://cloud.browser-use.com/agent/5a4d5c88-2bb9-4fdd-b5c9-422a43aa09cb,failure,The bot fails to complete the task because it was unable to log in due to two-factor authentication requirements for Google login.,0
190,https://www.buzzfeed.com,UPDATE,easy,"Change your BuzzFeed account’s displayed name to “ViralEnthusiast” in the account settings and verify the update on your profile page.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",a79fd2bc-601e-4952-ba21-6658bff2049f,https://cloud.browser-use.com/agent/a79fd2bc-601e-4952-ba21-6658bff2049f,success,The bot successfully changed account’s displayed name to “ViralEnthusiast” in the account settings,1
191,https://www.buzzfeed.com,UPDATE,easy,"Access your account settings on BuzzFeed, update your profile bio to mention your favorite BuzzFeed genre (like quizzes or listicles), and confirm the change on your public profile.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",ceb04a9b-590f-48b1-977f-f6e3a8922330,https://cloud.browser-use.com/agent/ceb04a9b-590f-48b1-977f-f6e3a8922330,success,"The AI botsuccessfully updated the profile bio to mention the favorite BuzzFeed genre (like quizzes or listicles), and confirmed the change on your public profile as mentioned in the extraction steps",1
192,https://www.ca.gov,READ,easy,"Navigate to ca.gov and search for “disaster preparedness” resources; then provide the URL of the guide that includes wildfire safety instructions.
Only use http://ca.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d06a8593-6576-4d3c-8f73-2b53210a18bc,https://cloud.browser-use.com/agent/d06a8593-6576-4d3c-8f73-2b53210a18bc,failure,The AI bot can't access the given URL,0
193,https://www.ca.gov,READ,easy,"Access the California government services directory and list all departments related to public safety found under the “Emergency Services” section.
Only use http://ca.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",10bf970f-f7ab-499c-b435-6a561db1dc03,https://cloud.browser-use.com/agent/10bf970f-f7ab-499c-b435-6a561db1dc03,failure,"The bot fails to perform a task due to error message showed as ""The site can't be reached",0
